Timestamp,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
4.39480996131897,20481,36353,52737,16642,40196,31745,49665,1283
4.439929723739624,22529,38913,53505,20226,50180,23809,56065,2307
4.499431371688843,18689,37121,51457,23298,55556,15105,59137,4611
4.544833660125732,15105,40193,47361,23810,58116,7681,4098,2051
4.589273452758789,14081,37633,50689,20482,57604,17153,1282,65282
4.6499669551849365,19969,37377,50433,24066,62212,26113,56577,64770
4.694553852081299,26625,46593,49665,26626,1029,26369,56833,60418
4.740172863006592,31233,47873,49409,24066,62468,32001,51713,56578
4.80012845993042,28161,47617,42753,21762,51204,30977,45569,50434
4.844836473464966,24577,44289,45057,14850,40452,29185,48129,47362
4.889771223068237,22017,43265,45313,10242,31492,31489,52737,51202
4.950223445892334,16385,43777,44801,6402,28676,35585,46593,52482
